"enrollment_id","student_id","section_id","enrollment_date","final_grade"
744,5655,23,"'2027-05-02'","3.5"
745,5656,24,"'2027-05-03'","3.6"
746,5657,25,"'2027-05-04'","2.8"
747,5658,26,"'2027-05-05'","3.9"
748,5659,27,"'2027-05-06'","3"
749,5660,28,"'2027-05-07'","3.7"
750,5661,29,"'2027-05-08'","3.2"
751,5662,30,"'2027-05-09'","3.5"
752,5663,31,"'2027-05-10'","3.8"
753,5664,32,"'2027-05-11'","3.1"
754,5665,33,"'2027-05-12'","3.4"
755,5666,34,"'2027-05-13'","4"
756,5667,35,"'2027-05-14'","2.5"
757,5668,36,"'2027-05-15'","3.9"
758,5669,37,"'2027-05-16'","3.3"
759,5670,38,"'2027-05-17'","2.9"
760,5671,39,"'2027-05-18'","3"
761,5672,40,"'2027-05-19'","3.6"
762,5673,41,"'2027-05-20'","3.9"
763,5674,42,"'2027-05-21'","3.1"
764,5675,43,"'2027-05-22'","3.4"
765,5676,44,"'2027-05-23'","4"
766,5677,45,"'2027-05-24'","2.5"
767,5678,46,"'2027-05-25'","3.8"
768,5679,47,"'2027-05-26'","3.2"
769,5680,48,"'2027-05-27'","3.9"
770,5681,49,"'2027-05-28'","3.5"
771,5682,50,"'2027-05-29'","3.6"
772,5683,51,"'2027-05-30'","2.8"
773,5684,52,"'2027-05-31'","3.9"
774,5685,53,"'2027-06-01'","3"
775,5686,54,"'2027-06-02'","3.7"
776,5687,55,"'2027-06-03'","3.2"
777,5688,56,"'2027-06-04'","3.5"
778,5689,57,"'2027-06-05'","3.8"
779,5690,58,"'2027-06-06'","3.1"
780,5691,59,"'2027-06-07'","3.4"
781,5692,60,"'2027-06-08'","4"
782,5693,10,"'2027-06-09'","2.5"
783,5694,11,"'2027-06-10'","3.9"
784,5695,12,"'2027-06-11'","3.3"
785,5696,13,"'2027-06-12'","2.9"
786,5697,14,"'2027-06-13'","3"
787,5698,15,"'2027-06-14'","3.6"
788,5699,16,"'2027-06-15'","3.9"
789,5700,17,"'2027-06-16'","3.1"
790,5701,18,"'2027-06-17'","3.4"
791,5702,19,"'2027-06-18'","4"
792,5703,20,"'2027-06-19'","2.5"
793,5704,21,"'2027-06-20'","3.8"
794,5705,22,"'2027-06-21'","3.2"
795,5706,23,"'2027-06-22'","3.9"
796,5707,24,"'2027-06-23'","3.5"
797,5708,25,"'2027-06-24'","3.6"
798,5709,26,"'2027-06-25'","2.8"
799,5710,27,"'2027-06-26'","3.9"
800,5711,28,"'2027-06-27'","3"
801,5712,29,"'2027-06-28'","3.7"
802,5713,30,"'2027-06-29'","3.2"
803,5714,31,"'2027-06-30'","3.5"
804,5715,32,"'2027-07-01'","3.8"
805,5716,33,"'2027-07-02'","3.1"
806,5717,34,"'2027-07-03'","3.4"
807,5718,35,"'2027-07-04'","4"
808,5719,36,"'2027-07-05'","2.5"
809,5720,37,"'2027-07-06'","3.9"
810,5721,38,"'2027-07-07'","3.3"
811,5722,39,"'2027-07-08'","2.9"
812,5723,40,"'2027-07-09'","3"
813,5724,41,"'2027-07-10'","3.6"
814,5725,42,"'2027-07-11'","3.9"
815,5726,43,"'2027-07-12'","3.1"
816,5727,44,"'2027-07-13'","3.4"
817,5728,45,"'2027-07-14'","4"
818,5729,46,"'2027-07-15'","2.5"
819,5730,47,"'2027-07-16'","3.8"
820,5731,48,"'2027-07-17'","3.2"
821,5732,49,"'2027-07-18'","3.9"
822,5733,50,"'2027-07-19'","3.5"
823,5734,51,"'2027-07-20'","3.6"
824,5735,52,"'2027-07-21'","2.8"
825,5736,53,"'2027-07-22'","3.9"
826,5737,54,"'2027-07-23'","3"
827,5738,55,"'2027-07-24'","3.7"
828,5739,56,"'2027-07-25'","3.2"
829,5740,57,"'2027-07-26'","3.5"
830,5741,58,"'2027-07-27'","3.8"
831,5742,59,"'2027-07-28'","3.1"
832,5743,60,"'2027-07-29'","3.4"
833,5744,10,"'2027-07-30'","4"
834,5745,11,"'2027-07-31'","2.5"
835,5746,12,"'2027-08-01'","3.9"
836,5747,13,"'2027-08-02'","3.3"
837,5748,14,"'2027-08-03'","2.9"
838,5749,15,"'2027-08-04'","3"
839,5750,16,"'2027-08-05'","3.6"
840,5751,17,"'2027-08-06'","3.9"
841,5752,18,"'2027-08-07'","3.1"
842,5753,19,"'2027-08-08'","3.4"
843,5754,20,"'2027-08-09'","4"
844,5755,21,"'2027-08-10'","2.5"
845,5756,22,"'2027-08-11'","3.8"
846,5757,23,"'2027-08-12'","3.2"
847,5758,24,"'2027-08-13'","3.9"
848,5759,25,"'2027-08-14'","3.5"
849,5760,26,"'2027-08-15'","3.6"
850,5761,27,"'2027-08-16'","2.8"
851,5762,28,"'2027-08-17'","3.9"
852,5763,29,"'2027-08-18'","3"
853,5764,30,"'2027-08-19'","3.7"
854,5765,31,"'2027-08-20'","3.2"
855,5766,32,"'2027-08-21'","3.5"
856,5767,33,"'2027-08-22'","3.8"
857,5768,34,"'2027-08-23'","3.1"
858,5769,35,"'2027-08-24'","3.4"
859,5770,36,"'2027-08-25'","4"
860,5771,37,"'2027-08-26'","2.5"
861,5772,38,"'2027-08-27'","3.9"
862,5773,39,"'2027-08-28'","3.3"
863,5774,40,"'2027-08-29'","2.9"
864,5775,41,"'2027-08-30'","3"
865,5776,42,"'2027-08-31'","3.6"
866,5777,43,"'2027-09-01'","3.9"
867,5778,44,"'2027-09-02'","3.1"
868,5779,45,"'2027-09-03'","3.4"
869,5780,46,"'2027-09-04'","4"
870,5781,47,"'2027-09-05'","2.5"
871,5782,48,"'2027-09-06'","3.8"
872,5783,49,"'2027-09-07'","3.2"
873,5784,50,"'2027-09-08'","3.9"
874,5785,51,"'2027-09-09'","3.5"
875,5786,52,"'2027-09-10'","3.6"
876,5787,53,"'2027-09-11'","2.8"
877,5788,54,"'2027-09-12'","3.9"
878,5789,55,"'2027-09-13'","3"
879,5790,56,"'2027-09-14'","3.7"
880,5791,57,"'2027-09-15'","3.2"
881,5792,58,"'2027-09-16'","3.5"
882,5793,59,"'2027-09-17'","3.8"
883,5794,60,"'2027-09-18'","3.1"
884,5795,10,"'2027-09-19'","3.4"
885,5796,11,"'2027-09-20'","4"
886,5797,12,"'2027-09-21'","2.5"
887,5798,13,"'2027-09-22'","3.9"
888,5799,14,"'2027-09-23'","3.3"
889,5800,15,"'2027-09-24'","2.9"
890,5801,16,"'2027-09-25'","3"
891,5802,17,"'2027-09-26'","3.6"
892,5803,18,"'2027-09-27'","3.9"
893,5804,19,"'2027-09-28'","3.1"
894,5805,20,"'2027-09-29'","3.4"
895,5806,21,"'2027-09-30'","4"
896,5807,22,"'2027-10-01'","2.5"
897,5808,23,"'2027-10-02'","3.8"
898,5809,24,"'2027-10-03'","3.2"
899,5810,25,"'2027-10-04'","3.9"
